ARO	ID	Name	NCBI
3004103	g2771	QepA2	EU847537.1
3001757	g3464	OXA-302	APRT01000004.1
3004105	g2773	TMB-1	FR771847.1
3004106	g2774	TMB-2	AB758278
3004107	g2775	Pseudomonas_aeruginosa_soxR	AE004091.2
3001599	g3493	OXA-408	KJ584917.1
3004110	g2778	MCR-2.1	LT598652.1
3004111	g2779	FosA6	KU254579.1
3004113	g2780	FosA7	LAPJ01000014.1
3004124	g2787	Moraxella_catarrhalis_M35	AY905613
3004114	g2781	porin_OmpC	KY086517
3004117	g2782	Vibrio_cholerae_OmpU	KJ699300
3003606	g3519	OXA-450	KR061502.1
3003611	g3523	OXA-455	KP903885.1
3004126	g2788	Escherichia_coli_LamB	BA000007
3006361	g4257	ADC-192	NG_064715.1
3004123	g2786	Burkholderia_pseudomallei_Omp38	AY312416
3004118	g2783	Vibrio_cholerae_OmpT	AF079766
3004735	g3550	ARL-2	KY363207.1
3004747	g3558	BAT-1	AJRJ01000061.1
3004751	g3560	BES-1	AF234999.1
3004762	g3566	BRO-2	Z54181.1
3004128	g2790	Serratia_marcescens_Omp1	CP005927.1
3004159	g2805	Mycoplasma_gallisepticum_23S_rRNA_mutation_conferring_resistance_to_pleuromutilin_antibiotics	NC_004829.2
3004127	g2789	Escherichia_coli_mipA	NC_002695.2
3004097	g2791	Streptococcus_mitis_CdsA_with_mutation_conferring_daptomycin_resistance	CP019562.1
3004138	g2792	Moraxella_catarrhalis_23S_rRNA_with_mutation_conferring_resistance_to_macrolide_antibiotics	CP002005.1
3004132	g2793	Chlamydomonas_reinhardtii_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin	NC_005353.1
3004134	g2794	Helicobacter_pylori_23S_rRNA_with_mutation_conferring_resistance_to_clarithromycin	AB162858.1
3004139	g2795	MCR-3.1	KY924928.1
3004142	g2796	OprZ	AFRQ01000061.1
3004143	g2797	AxyX	AFRQ01000061.1
3004145	g2798	AxyZ	AFRQ01000061.1
3004144	g2799	AxyY	AFRQ01000061.1
3004146	g2800	cfrC	AM412317.1
3004149	g2806	Escherichia_coli_23S_rRNA_with_mutation_conferring_resistance_to_clindamycin	AE014075.1
3004160	g2807	Escherichia_coli_23S_rRNA_with_mutation_conferring_resistance_to_clarithromycin	AE014075.1
3004161	g2808	Propionibacteria_23S_rRNA_with_mutation_conferring_resistance_to_macrolide_antibiotics	Y10819.1
3004131	g2802	Escherichia_coli_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin_and_telithromycin	AE014075.1
3004153	g2803	Mycobacterium_tuberculosis_thyA_with_mutation_conferring_resistance_to_para-aminosalicylic_acid	AL123456.3
3004157	g2804	Mycobacterium_tuberculosis_folC_with_mutation_conferring_resistance_to_para-aminosalicylic_acid	AL123456.3
3004169	g2816	Mycolicibacterium_smegmatis_23S_rRNA_with_mutation_conferring_resistance_to_clarithromycin	AB011184.1
3004163	g2810	Mycobacteroides_abscessus_23S_rRNA_with_mutation_conferring_resistance_to_clarithromycin	NC_010397.1
3004164	g2811	Mycobacterium_avium_23S_rRNA_with_mutation_conferring_resistance_to_clarithromycin	NG_041979.1
3004166	g2813	Mycobacterium_intracellulare_23S_rRNA_with_mutation_conferring_resistance_to_clarithromycin	NR_076151.1
3004167	g2814	Mycobacterium_intracellulare_23S_rRNA_with_mutation_conferring_resistance_to_azithromycin	NR_076151.1
3004168	g2815	Mycobacterium_kansasii_23S_rRNA_with_mutation_conferring_resistance_to_clarithromycin	NZ_CP019883.1
3006362	g4258	ADC-193	NG_064716.1
3004170	g2817	Streptococcus_pneumoniae_23S_rRNA_with_mutation_conferring_resistance_to_macrolide_antibiotics	NZ_CP018138.1
3004171	g2818	Streptomyces_ambofaciens_23S_rRNA_with_mutation_conferring_resistance_to_macrolide_antibiotics	NZ_CP012949.1
3004173	g2819	Escherichia_coli_23S_rRNA_with_mutation_conferring_resistance_to_oxazolidinone_antibiotics	AE014075.1
3004174	g2820	Chlamydia_trachomatis_23S_rRNA_with_mutation_conferring_resistance_to_macrolide_antibiotics	NR_076160.1
3001448	g3412	OXA-126	EU255295.1
3004176	g2822	Mycoplasma_hominis_23S_rRNA_with_mutation_conferring_resistance_to_macrolide_antibiotics	CP011538.1
3004177	g2823	Mycoplasma_fermentans_23S_rRNA_with_mutation_conferring_resistance_to_macrolide_antibiotics	NC_021002.1
3004179	g2824	Mycoplasma_pneumoniae_23S_rRNA_mutation_conferring_resistance_to_erythromycin	NR_077056.1
3004180	g2825	Halobacterium_halobium_23S_rRNA_mutation_conferring_resistance_to_chloramphenicol	X03407.1
3004181	g2826	Streptococcus_pneumoniae_23S_rRNA_mutation_conferring_resistance_to_macrolides_and_streptogramins_antibiotics	NZ_CP018138.1
3004184	g2827	Mycobacterium_tuberculosis_ribD_with_mutation_conferring_resistance_to_para-aminosalicylic_acid	AL123456.3
3004185	g2828	mecD	KY013611.1
3000501	g2831	rpoB2	AP006618.1
3001328	g37	Escherichia_coli_mdfA	JQ394987
3002691	g328	Salmonella_enterica_cmlA	AJ487033
3002527	g2832	AAC(2')-Ie	AL583926.1
3004133	g2833	Brachyspira_hyodysenteriae_23S_rRNA_with_mutation_conferring_resistance_to_tylosin	NZ_CP015910.2
3004135	g2834	Mycobacterium_tuberculosis_iniB_with_mutation_conferring_resistance_to_ethambutol	AL123456.3
3004189	g2836	Bla2	AY453162
3004191	g2837	APH(2'')-If	AY701528.1
3004194	g2838	MCR-1.2	KX236309.1
3004213	g2839	GOB-18	DQ004496.1
3004239	g2840	NPS-1	AY027589
3004150	g2841	Escherichia_coli_23S_rRNA_with_mutation_conferring_resistance_to_chloramphenicol	AE014075
3004289	g2842	Vibrio_cholerae_varG	AE003852.1
3004826	g3621	LAP-2	EU159120.1
3004290	g2843	Escherichia_coli_ampC_beta-lactamase	U00096.3
3004291	g2844	Rhodobacter_sphaeroides_ampC_beta-lactamase	CP000144.2
3004292	g2845	Laribacter_hongkongensis_ampC_beta-lactamase	AY632076.1
3004294	g2846	BUT-1	AF440406.1
3003857	g2343	ADC-13	AM283528.2
3003858	g2344	ADC-14	AM283527.1
3003859	g2345	ADC-15	AM283526.1
3003861	g2347	ADC-17	AM283524.1
3003860	g2346	ADC-16	AM283525.1
3003872	g2357	ADC-41	FJ744160.1
3003873	g2358	ADC-42	FJ744161.1
3003874	g2359	ADC-43	FJ744162.1
3003876	g2360	ADC-44	FJ744163.1
3003878	g2361	ADC-56	HQ662682.1
3003879	g2362	ADC-61	JQ753702.1
3003880	g2363	ADC-74	KP881234.1
3003881	g2364	ADC-75	KP881235.1
3003882	g2365	ADC-76	KP881236.1
3003883	g2366	ADC-77	KP881237.1
3003884	g2367	ADC-78	KP881238.1
3003885	g2368	ADC-79	KP881239.1
3003887	g2370	ADC-81	KP881241.1
3003888	g2371	ADC-82	JEXY01000001.1
3003899	g2377	Escherichia_coli_PtsI_with_mutation_conferring_resistance_to_fosfomycin	HG738867
3004325	g2848	MCR-4.1	MF543359.1
3004332	g2849	MCR-5.1	KY807920.1
3004334	g2850	Salmonella_enterica_gyrA_with_mutation_conferring_resistance_to_triclosan	AE006468.2
3004335	g2851	Escherichia_coli_gyrA_with_mutation_conferring_resistance_to_triclosan	U00096.3
3004336	g2852	PDC-73	KR057742.1
3004337	g2853	PDC-74	NG_051744.1
3004338	g2854	PDC-75	KR057744.1
3004339	g2855	PDC-76	KR057745.1
3004340	g2856	PDC-77	KR057746.1
3004341	g2857	PDC-78	KR057747.1
3004342	g2858	PDC-79	KR057748.1
3004343	g2859	PDC-80	KX354370.1
3004344	g2860	PDC-81	KR057750.1
3004345	g2861	PDC-82	KR057751.1
3004346	g2862	PDC-83	KR057752.1
3004347	g2863	PDC-84	KR057753.1
3004348	g2864	PDC-85	KR057754.1
3004349	g2865	PDC-86	LLSH01000109.1
3004350	g2866	PDC-87	KR057756.1
3004351	g2867	PDC-88	KR057757.1
3004352	g2868	PDC-89	KR057758.1
3004353	g2869	PDC-90	KR057759.1
3004354	g2870	PDC-91	KR057760.1
3004355	g2871	PDC-92	KR057761.1
3004356	g2872	PDC-93	KR057762.1
3004357	g2873	catV	KY753886.1
3004359	g2874	ACI-1	AJ007350.1
3004361	g2875	sul4	NG_056174.1
3006363	g4259	ADC-194	NG_066693.1
3003128	g2876	OXA-436	KY863418.1
3004362	g2877	OXA-535	KX828709.1
3004364	g2878	almG	AE003852.1
3001449	g3413	OXA-127	EU255296.1
3001724	g3435	OXA-268	APOE01000008.1
3004379	g2880	QepA4	KX686116.1
3004441	g2881	tet(59)	KU736879.1
3004442	g2882	tet(W/N/W)	KU736867.1
3004444	g2884	RSA-1	MG739510.1
3004445	g2885	RSA-2	MG739504.1
3004446	g2886	Haemophilus_influenzae_PBP3_conferring_resistance_to_beta-lactam_antibiotics	L42023.1
3001725	g3436	OXA-269	APQJ01000007.1
3004448	g2888	HERA-1	AF311385.1
3004450	g2889	TRU-1	EU046614.1
3000579	g237	Chryseobacterium_meningosepticum_BlaB	CP007547.1
3004451	g2890	Agrobacterium_fabrum_chloramphenicol_acetyltransferase	M58472.1
3004452	g2891	Bacillus_clausii_chloramphenicol_acetyltransferase	AY238971.1
3004454	g2893	Campylobacter_coli_chloramphenicol_acetyltransferase	M35190.1
3004455	g2894	Streptococcus_suis_chloramphenicol_acetyltransferase	AB080798.1
3004456	g2895	Enterococcus_faecium_chloramphenicol_acetyltransferase	AF507977.1
3004457	g2896	Staphylococcus_intermedius_chloramphenicol_acetyltransferase	M64281.1
3004458	g2897	Enterococcus_faecalis_chloramphenicol_acetyltransferase	X92945.2
3004460	g2899	Vibrio_anguillarum_chloramphenicol_acetyltransferase	S48276.1
3002679	g1042	Pseudomonas_aeruginosa_catB7	NC_002516.2
3004463	g2900	EBR-2	KR131616.1
3004464	g2901	CFE-2	MF543129.1
3004466	g2902	ICR-Mc	AERH01000018.1
3004470	g2904	poxtA	MF095097.1
3001758	g3465	OXA-303	APSD01000035.1
3001600	g3494	OXA-409	KJ584918.1
3003607	g3520	OXA-451	KR061504.1
3003613	g3524	OXA-457	KP903886.1
3004736	g3551	ARL-3	KY363208.1
3004753	g3561	BIC-1	GQ260093.1
3004764	g3567	CBP-1	KP718480.1
3004807	g3601	GOB-15	AY775547.1
3004820	g3614	HERA-5	AJ536089.1
3004873	g3701	Neisseria_gonorrhoeae_folP_with_mutation_conferring_resistance_to_sulfonamides	WHPL01000002
3001456	g3415	OXA-151	UGSG01000001.1
3001726	g3437	OXA-270	APQM01000006.1
3001759	g3466	OXA-304	APSC01000007.1
3001602	g3495	OXA-411	KJ584920.1
3003608	g3521	OXA-452	KR061505.1
3003614	g3525	OXA-458	KP903888.1
3004737	g3552	ARL-4	KY363206.1
3004755	g3562	BIL-1	X74512.1
3004766	g3568	CGA-1	AF339733.1
3004808	g3602	GOB-16	GU188443.1
3004956	g3704	Neisseria_gonorrhoeae_rpld	AE004969
3001457	g3416	OXA-152	KP771980.1
3001727	g3438	OXA-271	APQO01000006.1
3001760	g3467	OXA-305	APPF01000021.1
3001603	g3496	OXA-412	KJ584921.1
3003615	g3526	OXA-459	KP903889.1
3004738	g3553	ARL-5	KY363214.1
3004757	g3563	BKC-1	KP689347.1
3004809	g3603	GOB-2	AF189296.1
3004817	g3611	HERA-2	AF398334.1
3004819	g3613	HERA-4	AJ536088.1
3004825	g3620	LAP-1	EF026092.1
3001458	g3417	OXA-153	CEWL01000009.1
3001728	g3439	OXA-272	APQP01000003.1
3001761	g3468	OXA-306	APSB01000022.1
3001604	g3497	OXA-413	KJ584922.1
3003616	g3527	OXA-460	CP023866.1
3004739	g3554	ARL-6	KY464892.1
3004759	g3564	BPU-1	CP000813.4
3004768	g3570	CIA-1	AB639753.1
3004810	g3604	GOB-3	AF189291.1
3004818	g3612	HERA-3	AF398335.1
3001459	g3418	OXA-154	LT906435.1
3001729	g3440	OXA-273	APQN01000012.1
3001605	g3498	OXA-414	KJ584914.1
3003617	g3528	OXA-461	KR061509.1
3004740	g3555	AST-1	AF279904.1
3004769	g3571	CIA-2	AB674566.1
3004811	g3605	GOB-4	AF189293.1
3004821	g3615	HERA-6	AJ536090.1
3001460	g3419	OXA-155	KP771983.1
3001731	g3441	OXA-275	APPJ01000001.1
3001763	g3470	OXA-308	APPN01000080.1
3001607	g3499	OXA-416	KP264119.1
3003620	g3529	OXA-464	KU721146.1
3004770	g3572	CIA-3	AB674567.1
3004812	g3606	GOB-5	AF189290.1
3004822	g3616	HERA-8	AJ536092.1
3001461	g3420	OXA-156	UGSJ01000001.1
3001732	g3442	OXA-276	APPI01000013.1
3001524	g3471	OXA-336	KF048907.1
3001608	g3500	OXA-417	KM220587.1
3003621	g3530	OXA-465	KR061500.1
3004771	g3573	CIA-4	AB674568.1
3004813	g3607	GOB-6	AF189292.1
3003142	g3617	IMI-8	KP081315.1
3002473	g3622	LEN-17	DQ149134.1
3004854	g3652	CMY-136	MG844436.1
3003664	g3658	NDM-16	KP862821.1
3005262	g3994	TEM-231	NG_056418.1
3004476	g2907	vmlR	NC_000964.3
3004479	g2909	OXA-664	AQFM01000048.1
3004478	g2910	OXA-665	ATGI01000038.1
3001462	g3421	OXA-157	KP771985.1
3001730	g2912	OXA-274	ASQG01000007.1
3001741	g2913	OXA-286	APOI01000030.1
3001733	g3443	OXA-277	APPQ01000011.1
3001525	g3472	OXA-337	PYSX01000023.1
3004489	g2960	OXA-663	JCMW02000002.1
3003115	g3501	OXA-427	KX827604.1
3003622	g3531	OXA-466	KR061501.1
3001463	g3422	OXA-158	KP771986.1
3004859	g3654	Neisseria_gonorrhoeae_gyrB_conferring_resistance_to_zoliflodacin	NZ_CQOZ01000008.1
3001734	g3444	OXA-279	APOM01000058.1
3001527	g3473	OXA-339	KF048911.1
3003120	g3502	OXA-429	KM979376.1
3003626	g3532	OXA-470	KR182163.1
3004773	g3574	CKO-1	AF477396.1
3004814	g3608	GOB-7	AF189297.1
3003657	g3618	IMP-49	KP681694
3002479	g3623	LEN-25	HQ709169.1
3003920	g2397	pgpB	AP009380.1
3004480	g2914	Bifidobacterium_adolescentis_rpoB_mutants_conferring_resistance_to_rifampicin	NC_008618.1
3001063	g3627	SHV-4	LT985229.1
3004832	g3628	Neisseria_gonorrhoeae_PBP2_conferring_resistance_to_beta-lactam_antibiotics	M32091.1
3004833	g3629	Neisseria_gonorrhoeae_PBP1_conferring_resistance_to_beta-lactam	U80933.1
3004630	g3329	Mycoplasma_genitalium_parC_mutations_confers_resistance_to_Moxifloxacin	NC_000908.2
3004837	g3633	OXA-724	AJ276031.1
3004836	g3646	Neisseria_gonorrhoeae_23S_rRNA_with_mutation_conferring_resistance_to_azithromycin	NR_103957
3004851	g3649	Neisseria_gonorrhoeae_mtrR_with_mutation_conferring_resistance	KI391932.1
3004860	g3656	Burkholderia_dolosa_gyrA_conferring_resistance_to_fluoroquinolones	CP009795.1
3003663	g3657	NDM-15	KP735848.1
3001477	g3423	OXA-185	JQ396379.1
3001735	g3445	OXA-280	APPZ01000001.1
3001528	g3474	OXA-340	NGCN01000023.1
3003121	g3503	OXA-430	NG_049717.1
3003627	g3533	OXA-471	KR182164.1
3004775	g3575	CME-1	AJ006275.1
3003652	g3577	CMY-132	KP862820.1
3004815	g3609	GOB-8	AY348327.1
3004823	g3619	IMP-52	LC055762
3004827	g3624	LEN-35	KR738737.1
3004122	g2785	Klebsiella_pneumoniae_OmpK37	AJ011502.1
3004835	g3631	Neisseria_gonorrhoeae_pilQ_gene_conferring_resistance_to_beta-lactam	LR134358
3004838	g3634	LEN-30	FWOA01000001.1
3004853	g3651	Mycobacterium_tuberculosis_16S_rRNA_mutation_conferring_resistance_to_capreomycin	AL123456.3
3004856	g3653	SCO-1	EF063111.1
3005263	g3995	TEM-232	NG_057472.1
3004493	g3013	ADC-68	KC866352.1
3004494	g3014	IMP-55	KU299753.1
3004495	g3015	IMP-56	KU315553.1
3001496	g3424	OXA-234	NG_050607.1
3001736	g3446	OXA-281	APON01000041.1
3001529	g3475	OXA-341	KF048913.1
3003124	g3504	OXA-431	KM979378.1
3003628	g3534	OXA-472	KR182165.1
3004777	g3576	CMH-1	JQ673557.1
3003653	g3578	CMY-133	KP862819.1
3004496	g3024	KPC-24	KR052099.1
3004816	g3610	GOB-9	AY647246.1
3004828	g3625	LEN-36	KR738738.1
3004839	g3635	LEN-32	CDMV01000010.1
3004861	g3659	NDM-18	KY503030.1
3001501	g3425	OXA-252	CP022089.2
3001737	g3447	OXA-282	AMFJ01001993.1
3001530	g3476	OXA-342	KF048915.1
3004498	g3076	dfrB4	EU339233.1
3003125	g3505	OXA-432	KM979379.1
3003629	g3535	OXA-473	KR182166.1
3004778	g3579	CMY-135	KP981366.1
3004829	g3626	LEN-37	KR738739.1
3004840	g3636	LEN-34	CXPB01000032.1
3004862	g3660	NDM-19	MF370080.1
3001715	g3426	OXA-259	KF305666.1
3001738	g3448	OXA-283	APOG01000008.1
3001531	g3477	OXA-343	NWUK01000007.1
3003126	g3506	OXA-433	KM979380.1
3003631	g3536	OXA-474	KR182167.1
3004780	g3580	DES-1	AF426161.1
3004841	g3637	LEN-38	MK161457.1
3004863	g3661	NDM-20	KY654092.1
3004500	g3128	MCR-3.11	MG489958.1
3004501	g3129	MCR-6.1	MF176240.1
3004502	g3130	MCR-2.2	MF176239.1
3004503	g3131	MCR-3.6	MF598076.1
3004504	g3132	MCR-3.10	MG214531.1
3004505	g3133	MCR-3.5	MF489760.1
3004506	g3134	MCR-1.10	MF176238.1
3004507	g3135	MCR-1.9	KY780959.1
3004508	g3136	MCR-3.9	MF598080.1
3004509	g3137	MCR-3.8	MF598079.1
3004510	g3138	MCR-3.7	MF598077.1
3004511	g3139	MCR-3.2	NMWW01000143.1
3004513	g3141	MCR-1.6	KY352406.1
3004514	g3142	MCR-1.3	KU934208.1
3004515	g3143	MCR-1.4	KY041856.1
3004516	g3144	MCR-8.1	MG736312.1
3004517	g3145	MCR-7.1	MG267386.1
3001716	g3427	OXA-260	APOR01000009.1
3001739	g3449	OXA-284	APRU01000004.1
3001532	g3478	OXA-344	KF048917.1
3003593	g3507	OXA-437	KP410856.1
3003632	g3537	OXA-475	KR182168.1
3002140	g3581	DHA-9	KJ207201.1
3004842	g3638	LEN-39	MK161458.1
3004864	g3662	NDM-21	MG183694.1
3004937	g3745	Mycobacterium_tuberculosis_23S_rRNA_mutation_conferring_resistance_to_capreomycin	AL123456.3
3003741	g2614	mphE	DQ839391.1
3004539	g3216	mphH	CP001643.1
3004541	g3217	mphK	CP010314.1
3004542	g3218	mphN	KF648874.1
3004543	g3219	mphO	NZ_AGSO01000004.1
3004544	g3220	mphJ	KY753883.1
3004546	g3252	Campylobacter_jejuni_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin	NR_076226.1
3005264	g3996	TEM-233	NG_057581.1
3006364	g4260	ADC-195	NG_065420.1
3004587	g3289	tet(52)	KR857686.1
3004592	g3294	erm(32)	AJ009971.2
3004595	g3296	erm(45)	LN680996.1
3006365	g4261	ADC-196	NG_065858.1
3002361	g3254	NDM-11	KP265939.1
3004547	g3255	dfrA6	FJ905898.1
3004548	g3256	dfrA9	X57730.1
3004549	g3257	dfrB5	AY943084.1
3004550	g3258	dfrA27	KP076293.1
3004551	g3259	dfrA28	FM877476.1
3004552	g3260	dfrA30	AM997279.2
3004554	g3262	dfrA29	KX118301.1
3004555	g3263	dfrA32	GU067642.1
3004556	g3264	dfrB7	GU295656.1
3004561	g3267	Clostridioides_difficile_murG_with_mutation_conferring_resistance_to_vancomycin	AE001437.1
3004559	g3266	CAM-1	MG430339.1
3004568	g3270	dfrA18	AY034138.1
3004569	g3271	ICR-Mo	NZ_CP014234.1
3004571	g3272	PNGM-1	MF445022.1
3004573	g3277	Acinetobacter_baumannii_AbaF	CP000521.1
3004574	g3278	Acinetobacter_baumannii_AbaQ	CP001182.2
3004577	g3280	Acinetobacter_baumannii_AmvA	FJ911554.1
3004578	g3281	Acinetobacter_baumannii_AbuO	NC_010410.1
3004580	g3283	Klebsiella_pneumoniae_KpnE	AP006725.1
3004581	g3284	tet(48)	KR857682.1
3004582	g3285	tet(49)	KR857683.1
3004583	g3286	Klebsiella_pneumoniae_KpnF	AP006725.1
3004584	g3287	tet(50)	KR857684.1
3004586	g3288	tet(51)	KR857685.1
3004589	g3290	tet(53)	KR857687.1
3004094	g3291	Erm(48)	LT223129
3004590	g3292	tet(54)	KR857688.1
3004591	g3293	tet(55)	KR857689.1
3004562	g3268	Clostridioides_difficile_gyrB_conferring_resistance_to_fluoroquinolones	CP001666.1
3005258	g3990	TEM-227	NG_054696.1
3004596	g3297	erm(46)	KM679362.1
3004588	g3298	Klebsiella_pneumoniae_KpnG	ACWO01000051.1
3004597	g3299	Klebsiella_pneumoniae_KpnH	ASTU01000063.1
3004599	g3300	clcD	KM359438.1
3001740	g3450	OXA-285	APRY01000059.1
3001533	g3479	OXA-345	KF048918.1
3003594	g3508	OXA-438	KP410734.1
3003633	g3538	OXA-476	KR182169.1
3004782	g3582	ERP-1	AY077733.1
3004843	g3639	LEN-40	MK161459.1
3004865	g3663	NDM-22	MH243357.1
3005006	g3750	tet(57)	KP137702.1
3001044	g3751	TEM-181	NG_050218.1
3005008	g3753	TxR	AF353562.1
3005009	g3754	qacE	HQ730118.1
3005010	g3755	qacEdelta1	U49101.1
3005012	g3756	IDC-1	MN985649.1
3005013	g3757	IDC-2	MN985646.1
3005015	g3758	VMB-1	MN719868.1
3002653	g3759	APH(3')-VIb	AJ627643.4
3005016	g3760	CMY-150	QCWX01000028.1
3005018	g3761	LMB-1	MH475146.1
3005019	g3762	IMP-68	MF669572.1
3005024	g3765	FosL1	MN464149.1
3005021	g3763	cfr(D)	MG707078.1
3005027	g3766	FRI-4	LC178555.1
3005028	g3767	FRI-5	MH208723.1
3005029	g3768	FRI-6	MK248729.1
3005030	g3769	FRI-7	AP019534.1
3005031	g3770	FRI-8	AP019635.1
3005032	g3771	FRI-9	AP019633.1
3005033	g3772	FLC-1	MG309750.1
3003169	g3773	CTX-M-161	KP128034.1
3003646	g3774	CTX-M-162	KP681697.1
3003647	g3775	CTX-M-163	KP681698.1
3003648	g3776	CTX-M-164	KP727571.1
3003649	g3777	CTX-M-165	KP727572.1
3003650	g3778	CTX-M-166	LN830266.1
3005035	g3779	Yrc-1	DQ185144.1
3005037	g3780	ADC-159	MG229642.1
3005038	g3781	PDC-65	KJ949080.1
3005039	g3782	PDC-55	KJ949070.1
3005040	g3783	YajC	VAOQ01003483.1
3006366	g4262	ADC-197	NG_066477.1
3005043	g3786	cmlA9	AY963803.6
3005044	g3787	OmpA	FO834906.1
3005045	g3788	SatA	AE016879.1
3005036	g3789	BLMT	AB255435.1
3005046	g3790	MecC-type_methicillin_resistance_repressor_MecI	FR821779.1
3005047	g3791	eptB	FO203501.1
3005073	g3809	ROB-3	MUYU01000013.1
3005049	g3792	CrcB	HF536482.1
3005051	g3793	LpsB	CP045110.1
3005052	g3794	LpsA	DQ647421.1
3005053	g3795	ArnT	FO834906.1
3005056	g3797	Tet(X6)	MN507533.1
3005057	g3798	Tet(X5)	NZ_CP040912.1
3005042	g3785	mlaD	LR730402.1
3005041	g3784	mlaF	LR730402.1
3005059	g3799	LptD	CP007727.1
3005060	g3800	OXA-837	MN313890.1
3005061	g3801	AAC(3)-IVb	MN366378.1
3005062	g3802	ANT(3'')-Ib	MN366379.1
3005063	g3803	cprR	AE004091.2
3005064	g3804	cprS	AE004091.2
3005067	g3805	ParS	AE004091.2
3005068	g3806	ParR	AE004091.2
3005069	g3807	rsmA	AF061757.1
3005072	g3808	ROB-2	CP003745.1
3005074	g3810	ROB-4	MUYV01000026.1
3005075	g3811	ROB-5	LTCC01000022.1
3005076	g3812	ROB-6	KJ910989.1
3005077	g3813	ROB-7	KJ910995.1
3005079	g3814	ROB-9	MH316128.1
3005078	g3815	ROB-8	KJ910996.1
3005080	g3816	ROB-10	WIGU01000059.1
3005081	g3817	Thermus_thermophilus_uL3_mutations_conferring_resistance_to_pleuromutilin_antibiotics	AE017221.1
3005083	g3818	Thermus_thermophilus_23s_rRNA_conferring_resistance_to_pleuromutilin_antibiotics	AE017221.1
3005084	g3819	dfrA31	AB200915.1
3005085	g3820	AAC(3)-IIg	MT090547.1
3005087	g3821	msrF	MN728682.1
3005088	g3822	msrH	BK011995.1
3005089	g3823	mef(D)	MN728681.1
3005090	g3824	RanB	CP002562.1
3005091	g3825	RanA	CP002562.1
3005093	g3826	OXA-899	MN968729.1
3005094	g3827	OXA-898	MN968728.1
3005096	g3828	GPC-1	MH211206.1
3005097	g3829	mecC-type_BlaZ	FR823292
3003836	g2323	qacH	Y16945.1
3005098	g3830	qacL	DQ149925.1
3005099	g3831	23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(A)	AF002716.1
3005100	g3832	FosB2	AE016879.1
3005124	g3850	PDC-63	KJ949078.1
3005125	g3851	PDC-57	KJ949072.1
3005102	g3834	Mycobacterium_tuberculosis_katG_mutations_conferring_resistance_to_prothionamide	AL123456.3
3005105	g3836	Mycobacterium_tuberculosis_ethA_mutations_conferring_resistance_to_isoniazid	NC_000962.3
3005106	g3837	Mycobacterium_tuberculosis_ethA_mutations_conferring_resistance_to_prothionamide	NC_000962.3
3005108	g3838	Mycobacterium_tuberculosis_mshA_mutations_conferring_resistance_to_prothionamide	NC_000962.3
3005111	g3839	blaS1	AY332268.1
3005112	g3840	AAC(6')-Ib-cr3	HQ170516.1
3005114	g3841	AAC(6')-Ib-cr4	JZKY01000061.1
3005115	g3842	AAC(6')-Ib-cr5	EU161636.1
3005116	g3843	AAC(6')-Ib-cr6	EU675686.2
3005117	g3844	AAC(6')-Ib-cr7	JABGAB010000032.1
3005118	g3845	AAC(6')-Ib-cr8	CP034250.1
3005119	g3846	AAC(6')-Ib-cr9	MH569711.1
3005121	g3847	lsa(D)	MH473150.1
3005122	g3848	PDC-68	KJ949083.1
3005123	g3849	PDC-70	KJ949085.1
3005126	g3852	PDC-66	KJ949081.1
3005127	g3853	PDC-14	GQ845017.1
3005128	g3854	PDC-47	KJ949062.1
3005129	g3855	PDC-51	KJ949066.1
3005130	g3856	OXA-846	MN370854.1
3005131	g3857	NDM-29	MN624980.1
3005132	g3858	PDC-11	GQ845014.1
3005133	g3859	PDC-62	KJ949077.1
3005134	g3860	PDC-43	KJ949058.1
3005135	g3861	PDC-54	KJ949069.1
3005136	g3862	OXA-906	MT040744.1
3005137	g3863	PDC-59	KJ949074.1
3005138	g3864	OXA-850	MN370858
3005139	g3865	PDC-67	KJ949082.1
3005140	g3866	PDC-56	KJ949071.1
3005141	g3867	PDC-52	KJ949067.1
3005142	g3868	PDC-44	KJ949059.1
3005143	g3869	PDC-240	MG696099.1
3005144	g3870	PDC-61	KJ949076.1
3005145	g3871	PDC-45	KJ949060.1
3005146	g3872	PDC-49	KJ949064.1
3005147	g3873	PDC-50	KJ949065.1
3005148	g3874	PDC-48	KJ949063.1
3005150	g3875	PAC-1	KY285014.1
3005151	g3876	PDC-53	KJ949068.1
3005152	g3877	PDC-72	KJ949087.1
3005153	g3878	PDC-69	KJ949084.1
3005154	g3879	APH(3')-XV	EU165039.1
3005259	g3991	TEM-228	NG_068038.1
3005155	g3880	PDC-23	FR822747.1
3005156	g3881	PDC-28	JF326298.1
3005157	g3882	PDC-41	KJ949056.1
3005158	g3883	OXA-668	JICM01000013.1
3005159	g3884	OXA-818	MK645930.1
3005160	g3885	OXA-812	MK645924.1
3004572	g3276	Staphylococcus_aureus_LmrS	CP000046.1
3005162	g3886	FosA7.5	CP015912.1
3005164	g3887	dfrA35	KY887596.1
3005166	g3888	Tet(X1)	AJ311171
3003654	g3890	CMY-134	KP860987
3005204	g3891	CMY-143	NG_052047
3002119	g3892	CMY-107	NG_048777
